sample	gene	gene_start	gene_end	seg_start	seg_end	seg_length	cf	tcn	lcn	cn_state	filter	tsg	seg	median_cnlr_seg	segclust	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs
P-0019140-T01-IM6	MDM2	69201956	69244466	58142400	69233650	11091250	0.501018884375213	9	nan	INDETERMINATE	PASS	False	38	0.875435048838964	29	nan	50	23	3	False
P-0019140-T01-IM6	NCOR1	15932471	16121499	13964728	16090050	2125322	0.501018884375213	34	nan	AMP	PASS	True	53	2.5477911609902	34	nan	18	99	5	True
P-0019140-T01-IM6	STAT6	57489191	57525922	57485850	57489219	3369	0.501018884375213	17	nan	AMP	PASS	False	36	1.60148440264028	32	nan	2	1	0	False
P-0019140-T01-IM6	TMEM127	96914254	96931732	92151650	96931050	4779400	0.501018884375213	25	nan	AMP	PASS	True	5	2.14695841680294	33	nan	18	11	0	False
P-0019201-T01-IM6	MYCN	16080686	16087129	14528095	16087687	1559592	0.666901983505352	45	nan	AMP	PASS	False	3	3.81411124688336	14	nan	5	13	0	False
P-0019286-T01-IM6	BCL2L1	30252255	30311792	30253600	30954295	700695	0.554008525765611	5	nan	AMP (many states)	PASS	False	40	0.915219127020797	16	nan	16	12	0	False
P-0019327-T01-IM6	CCNE1	30302805	30315215	18963900	33793200	14829300	0.316284190860235	5	nan	GAIN (many states)	PASS	False	44	0.4301740920333	22	nan	98	15	2	False
P-0019327-T01-IM6	STK11	1177557	1228434	1206800	5265350	4058550	0.253084684478802	2	0.0	LOSS BEFORE	PASS	True	40	-0.21281288453967	5	2.0	124	19	4	False
P-0019327-T03-IM6	CALR	13049392	13055303	7119573	13054847	5935274	0.638241115371386	9	2.0	INDETERMINATE	PASS	False	81	1.33541560837231	45	7.0	199	14	0	False
P-0019327-T03-IM6	CARM1	10982189	11033746	7119573	13054847	5935274	0.638241115371386	9	2.0	INDETERMINATE	PASS	False	81	1.33541560837231	45	7.0	199	24	1	False
P-0019327-T03-IM6	CCNE1	30302805	30315215	28780462	36209100	7428638	0.638241115371386	9	nan	INDETERMINATE	PASS	False	87	1.35836491166569	46	nan	77	15	2	False
P-0019327-T03-IM6	DNAJB1	14625582	14640582	13519303	14629171	1109868	0.638241115371386	7	nan	INDETERMINATE	PASS	False	82	0.95776647022821	44	nan	28	11	1	False
P-0019327-T03-IM6	DNMT1	10244021	10341962	7119573	13054847	5935274	0.638241115371386	9	2.0	INDETERMINATE	PASS	False	81	1.33541560837231	45	7.0	199	78	6	False
P-0019327-T03-IM6	INSR	7112266	7294045	5208150	7119500	1911350	0.638241115371386	5	nan	GAIN (many states)	PASS	False	80	0.66839148450365	36	nan	54	51	11	True
P-0019327-T03-IM6	KEAP1	10596796	10614417	7119573	13054847	5935274	0.638241115371386	9	2.0	INDETERMINATE	PASS	True	81	1.33541560837231	45	7.0	199	15	0	False
P-0019327-T03-IM6	PTPRS	5158506	5340814	1611856	5207862	3596006	0.628568519804238	2	0.0	LOSS BEFORE	PASS	True	79	-0.31378013531668	9	2.0	102	75	3	True
P-0019327-T03-IM6	SMARCA4	11071501	11190102	7119573	13054847	5935274	0.638241115371386	9	2.0	INDETERMINATE	PASS	True	81	1.33541560837231	45	7.0	199	76	10	False
P-0019327-T03-IM6	STK11	1177557	1228434	1207020	1611600	404580	0.638241115371386	9	nan	INDETERMINATE	PASS	True	78	1.30910569955615	46	nan	23	19	4	False
P-0019327-T03-IM6	UPF1	18942747	18979045	18943156	18976985	33829	0.638241115371386	9	nan	INDETERMINATE	PASS	False	85	1.32379288492753	46	nan	1	41	1	False
P-0019361-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019511-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019523-T02-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019531-T01-IM6	FOXO1	41044090	41240734	41032432	41219300	186868	0.3	37	nan	AMP	PASS	True	14	2.63279584579614	2	nan	2	17	0	True
P-0019531-T05-IM6	FOXO1	41044090	41240734	41032432	41219250	186818	0.3	39	nan	AMP	PASS	True	55	2.5968639900928	25	nan	2	18	0	True
P-0019531-T05-IM6	MYCN	16080686	16087129	16080806	17986765	1905959	0.3	56	nan	AMP	PASS	False	8	3.06724933602867	26	nan	6	17	0	False
P-0019578-T01-IM6	CDKN1B	12867992	12875305	420072	13720100	13300028	0.28410601410645	4	2.0	TETRAPLOID	PASS	True	38	0.203830951569838	19	2.0	193	9	0	False
P-0019578-T01-IM6	ETV6	11802788	12048336	420072	13720100	13300028	0.28410601410645	4	2.0	TETRAPLOID	PASS	True	38	0.203830951569838	19	2.0	193	132	23	False
P-0019578-T01-IM6	EWSR1	29663998	29696515	16346045	49370950	33024905	1.0	2	1.0	DIPLOID	PASS	False	57	-0.140343463784364	12	1.0	410	45	0	False
P-0019578-T01-IM6	H1-2																			
P-0019578-T01-IM6	H2BC5																			
P-0019578-T01-IM6	H3C1																			
P-0019578-T01-IM6	H3C2																			
P-0019578-T01-IM6	H3C3																			
P-0019604-T01-IM6	CCND3	41902671	42018095	37141856	46910550	9768694	0.707491421081004	9	nan	INDETERMINATE	PASS	False	26	2.01972870958258	36	nan	118	12	0	False
P-0019604-T01-IM6	VEGFA	43737921	43754224	37141856	46910550	9768694	0.707491421081004	9	nan	INDETERMINATE	PASS	False	26	2.01972870958258	36	nan	118	19	0	False
P-0019615-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019634-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019682-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019682-T05-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019689-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019689-T02-IM6	FLCN	17115526	17140502	13964644	21535937	7571293	0.724715262049741	14	1.0	AMP	PASS	True	51	2.40563378639433	31	13.0	88	25	2	False
P-0019689-T02-IM6	NCOR1	15932471	16121499	13964644	21535937	7571293	0.724715262049741	14	1.0	AMP	PASS	True	51	2.40563378639433	31	13.0	88	98	12	False
P-0019689-T02-IM6	NCOR1	15932471	16121499	13964644	21535937	7571293	0.724715262049741	14	1.0	AMP	PASS	True	51	2.40563378639433	31	13.0	88	98	12	False
P-0019746-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019756-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019812-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019866-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0019870-T01-IM6	MYCN	16080686	16087129	16081000	16087700	6700	0.836088208495718	28	nan	AMP	PASS	False	6	3.28048079512605	32	nan	1	13	0	False
P-0020125-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020239-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020239-T02-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020416-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020416-T03-IM7	No_genes_above_ECHO_amplification_threshold																			
P-0020417-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020417-T02-IM7	ACTG1	79476997	79490873	63526300	81187900	17661600	0.722372346124075	4	1.0	GAIN	PASS	True	38	0.654713826751631	20	3.0	239	5	1	False
P-0020417-T02-IM7	AXIN2	63524681	63557765	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	True	37	0.87405894272793	21	4.0	223	31	4	True
P-0020417-T02-IM7	BRAF	140419127	140624728	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	False	14	0.478124059595841	18	4.0	597	153	3	False
P-0020417-T02-IM7	BRIP1	59758627	59940882	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	True	37	0.87405894272793	21	4.0	223	63	8	False
P-0020417-T02-IM7	CD79B	62006100	62009714	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	False	37	0.87405894272793	21	4.0	223	12	4	False
P-0020417-T02-IM7	CDK6	92234235	92465908	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	False	14	0.478124059595841	18	4.0	597	20	4	False
P-0020417-T02-IM7	CREB3L2	137559725	137686813	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	False	14	0.478124059595841	18	4.0	597	3	1	False
P-0020417-T02-IM7	EZH2	148504475	148581413	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	True	14	0.478124059595841	18	4.0	597	53	3	False
P-0020417-T02-IM7	H3-3B																			
P-0020417-T02-IM7	HGF	81328324	81399754	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	False	14	0.478124059595841	18	4.0	597	51	10	False
P-0020417-T02-IM7	HOXB13	46802125	46806540	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	True	37	0.87405894272793	21	4.0	223	12	0	False
P-0020417-T02-IM7	KMT2C	151832007	152133090	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	True	14	0.478124059595841	18	4.0	597	187	9	False
P-0020417-T02-IM7	MAP3K14	43340486	43394511	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	False	37	0.87405894272793	21	4.0	223	41	2	False
P-0020417-T02-IM7	MET	116312444	116438440	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	False	14	0.478124059595841	18	4.0	597	85	10	False
P-0020417-T02-IM7	MSI2	55333212	55762046	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	False	37	0.87405894272793	21	4.0	223	40	1	False
P-0020417-T02-IM7	PIK3CG	106505723	106547590	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	False	14	0.478124059595841	18	4.0	597	36	4	False
P-0020417-T02-IM7	POT1	124462440	124570037	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	True	14	0.478124059595841	18	4.0	597	41	1	False
P-0020417-T02-IM7	PPM1D	58677544	58743641	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	False	37	0.87405894272793	21	4.0	223	21	0	False
P-0020417-T02-IM7	PRKAR1A	66507921	66547460	63526300	81187900	17661600	0.722372346124075	4	1.0	GAIN	PASS	False	38	0.654713826751631	20	3.0	239	28	4	False
P-0020417-T02-IM7	RAD51C	56769934	56812972	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	True	37	0.87405894272793	21	4.0	223	27	2	False
P-0020417-T02-IM7	RELN	103112231	103629963	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	False	14	0.478124059595841	18	4.0	597	9	3	False
P-0020417-T02-IM7	RHEB	151163098	151217206	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	False	14	0.478124059595841	18	4.0	597	22	5	False
P-0020417-T02-IM7	RNF43	56429861	56494956	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	True	37	0.87405894272793	21	4.0	223	32	5	False
P-0020417-T02-IM7	RPTOR	78518619	78940171	63526300	81187900	17661600	0.722372346124075	4	1.0	GAIN	PASS	False	38	0.654713826751631	20	3.0	239	101	13	False
P-0020417-T02-IM7	SMO	128828713	128853386	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	False	14	0.478124059595841	18	4.0	597	31	2	False
P-0020417-T02-IM7	SOX9	70117161	70122561	63526300	81187900	17661600	0.722372346124075	4	1.0	GAIN	PASS	True	38	0.654713826751631	20	3.0	239	15	0	False
P-0020417-T02-IM7	SPOP	47676246	47755596	43319500	63526023	20206523	0.722372346124075	5	1.0	AMP	suppress_segment_too_large	True	37	0.87405894272793	21	4.0	223	24	2	False
P-0020417-T02-IM7	SRSF2	74730197	74733456	63526300	81187900	17661600	0.722372346124075	4	1.0	GAIN	PASS	False	38	0.654713826751631	20	3.0	239	6	1	False
P-0020417-T02-IM7	XRCC2	152341864	152373250	71973050	159077750	87104700	0.337815602960298	5	1.0	AMP	suppress_segment_too_large	True	14	0.478124059595841	18	4.0	597	8	1	False
P-0020463-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020507-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020520-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020547-T01-IM6	ERF	42751724	42759309	7168086	50902382	43734296	0.257233584925059	2	0.0	CNLOH	PASS	True	67	-0.0309588452198379	19	2.0	974	8	0	False
P-0020547-T01-IM6	PPARG	12328867	12475855	1449750	12434272	10984522	nan	2	nan	DIPLOID or CNLOH	PASS	False	9	-0.151503288286241	14	nan	57	16	0	True
P-0020547-T01-IM6	RAF1	12625100	12705725	12447336	12956100	508764	0.394957819414634	15	nan	AMP	PASS	False	10	1.73890387068688	35	nan	9	29	2	False
P-0020606-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020740-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020753-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020783-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0020795-T01-IM6	MYCN	16080686	16087129	16080950	16087668	6718	0.950805058591889	30	nan	AMP	PASS	False	5	3.7985238173728	10	nan	1	12	0	False
P-0020798-T01-IM6	AGO2	141530255	141645718	90947950	146186529	55238579	0.267289447570664	3	1.0	GAIN	PASS	False	19	0.120829232522374	14	2.0	271	43	8	False
P-0020798-T01-IM6	BRAF	140419127	140624728	6781600	158627900	151846300	0.275792937435608	1	0.0	HETLOSS	PASS	False	15	-0.140593707079825	4	1.0	852	90	0	False
P-0020798-T01-IM6	CARM1	10982189	11033746	7807000	17389950	9582950	0.3	3	1.0	GAIN	PASS	False	36	0.164977150568777	15	2.0	279	25	3	False
P-0020798-T01-IM6	DNMT1	10244021	10341962	7807000	17389950	9582950	0.3	3	1.0	GAIN	PASS	False	36	0.164977150568777	15	2.0	279	82	6	False
P-0020798-T01-IM6	ETV6	11802788	12048336	11664178	18466850	6802672	0.10686872601934	3	1.0	GAIN	PASS	True	26	0.106602395316234	13	2.0	41	109	27	False
P-0020798-T01-IM6	EWSR1	29663998	29696515	16345954	50355350	34009396	1.0	2	1.0	DIPLOID	PASS	False	42	-0.0816277104878004	6	1.0	415	37	2	False
P-0020798-T01-IM6	FGFR1	38257733	38326352	38133050	43096150	4963100	0.3	8	nan	INDETERMINATE	PASS	False	17	0.891845012305745	18	nan	41	40	1	False
P-0020798-T01-IM6	KEAP1	10596796	10614417	7807000	17389950	9582950	0.3	3	1.0	GAIN	PASS	True	36	0.164977150568777	15	2.0	279	15	1	False
P-0020798-T01-IM6	NSD3	38127215	38239790	38133050	43096150	4963100	0.3	8	nan	INDETERMINATE	PASS	False	17	0.891845012305745	18	nan	41	57	0	False
P-0020798-T01-IM6	NSD3	38127215	38239790	38133050	43096150	4963100	0.3	8	nan	INDETERMINATE	PASS	False	17	0.891845012305745	18	nan	41	57	0	False
P-0020798-T01-IM6	RECQL4	145736671	145743229	90947950	146186529	55238579	0.267289447570664	3	1.0	GAIN	PASS	True	19	0.120829232522374	14	2.0	271	25	4	False
P-0020798-T01-IM6	SMARCA4	11071501	11190102	7807000	17389950	9582950	0.3	3	1.0	GAIN	PASS	True	36	0.164977150568777	15	2.0	279	82	17	False
P-0020798-T02-IM6	FGFR1	38257733	38326352	38133200	38736250	603050	0.274145241618348	19	nan	AMP	PASS	False	28	1.55793662903659	27	nan	5	40	1	False
P-0020798-T02-IM6	NSD3	38127215	38239790	38133200	38736250	603050	0.274145241618348	19	nan	AMP	PASS	False	28	1.55793662903659	27	nan	5	57	0	False
P-0020798-T02-IM6	NSD3	38127215	38239790	38133200	38736250	603050	0.274145241618348	19	nan	AMP	PASS	False	28	1.55793662903659	27	nan	5	57	0	False
P-0020871-T01-IM6	MYCN	16080686	16087129	16080950	16087700	6750	0.321685955434735	84	nan	AMP	PASS	False	4	3.6975830496485	16	nan	1	12	0	False
P-0021024-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021047-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021068-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021101-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021109-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021189-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021358-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021358-T03-IM6	FLCN	17115526	17140502	15935534	21809500	5873966	0.635504037494985	11	nan	AMP	PASS	True	77	1.59028746603855	60	nan	73	25	4	False
P-0021358-T03-IM6	NCOR1	15932471	16121499	15935534	21809500	5873966	0.635504037494985	11	nan	AMP	PASS	True	77	1.59028746603855	60	nan	73	99	5	False
P-0021358-T04-IM7	FLCN	17115526	17140502	13000814	21188099	8187285	0.471927862825415	10	1.0	AMP	PASS	True	79	1.24827552888585	50	9.0	87	45	12	False
P-0021358-T04-IM7	NCOR1	15932471	16121499	13000814	21188099	8187285	0.471927862825415	10	1.0	AMP	PASS	True	79	1.24827552888585	50	9.0	87	130	4	False
P-0021358-T04-IM7	SOX17	55370495	55373448	51786212	59790450	8004238	0.471927862825415	6	nan	AMP (many states)	PASS	True	48	0.675320921952101	46	nan	32	9	2	False
P-0021392-T01-IM6	AXIN2	63524681	63557765	58677700	78938055	20260355	0.738007966744087	5	2.0	AMP	suppress_segment_too_large	True	34	1.02866151822341	17	3.0	221	25	8	False
P-0021392-T01-IM6	BRCA1	41196312	41322262	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	True	32	0.72226438159519	16	3.0	375	63	16	False
P-0021392-T01-IM6	BRIP1	59758627	59940882	58677700	78938055	20260355	0.738007966744087	5	2.0	AMP	suppress_segment_too_large	True	34	1.02866151822341	17	3.0	221	43	4	False
P-0021392-T01-IM6	CD79B	62006100	62009714	58677700	78938055	20260355	0.738007966744087	5	2.0	AMP	suppress_segment_too_large	False	34	1.02866151822341	17	3.0	221	10	3	False
P-0021392-T01-IM6	CDK12	37617764	37721160	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	True	32	0.72226438159519	16	3.0	375	42	1	False
P-0021392-T01-IM6	ERBB2	37844167	37886679	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	False	32	0.72226438159519	16	3.0	375	48	4	False
P-0021392-T01-IM6	EZH1	40852293	40897067	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	False	32	0.72226438159519	16	3.0	375	42	0	False
P-0021392-T01-IM6	H3-3B																			
P-0021392-T01-IM6	HOXB13	46802125	46806540	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	True	32	0.72226438159519	16	3.0	375	9	0	False
P-0021392-T01-IM6	MAP3K14	43340486	43394511	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	False	32	0.72226438159519	16	3.0	375	35	5	False
P-0021392-T01-IM6	MSI2	55333212	55762046	47501831	58206251	10704420	0.738007966744087	6	nan	AMP (many states)	suppress_segment_too_large	False	33	1.21990533669502	18	nan	99	28	2	False
P-0021392-T01-IM6	PPM1D	58677544	58743641	58677700	78938055	20260355	0.738007966744087	5	2.0	AMP	suppress_segment_too_large	False	34	1.02866151822341	17	3.0	221	18	2	False
P-0021392-T01-IM6	PRKAR1A	66507921	66547460	58677700	78938055	20260355	0.738007966744087	5	2.0	AMP	suppress_segment_too_large	False	34	1.02866151822341	17	3.0	221	21	2	False
P-0021392-T01-IM6	RAD51C	56769934	56812972	47501831	58206251	10704420	0.738007966744087	6	nan	AMP (many states)	suppress_segment_too_large	True	33	1.21990533669502	18	nan	99	19	1	False
P-0021392-T01-IM6	RAD51D	33419227	33448541	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	True	32	0.72226438159519	16	3.0	375	20	2	False
P-0021392-T01-IM6	RARA	38465444	38513895	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	False	32	0.72226438159519	16	3.0	375	23	0	False
P-0021392-T01-IM6	RNF43	56429861	56494956	47501831	58206251	10704420	0.738007966744087	6	nan	AMP (many states)	suppress_segment_too_large	True	33	1.21990533669502	18	nan	99	25	0	False
P-0021392-T01-IM6	RPTOR	78518619	78940171	58677700	78938055	20260355	0.738007966744087	5	2.0	AMP	suppress_segment_too_large	False	34	1.02866151822341	17	3.0	221	69	17	True
P-0021392-T01-IM6	SOX9	70117161	70122561	58677700	78938055	20260355	0.738007966744087	5	2.0	AMP	suppress_segment_too_large	True	34	1.02866151822341	17	3.0	221	12	3	False
P-0021392-T01-IM6	SPOP	47676246	47755596	47501831	58206251	10704420	0.738007966744087	6	nan	AMP (many states)	suppress_segment_too_large	True	33	1.21990533669502	18	nan	99	17	0	False
P-0021392-T01-IM6	SRSF2	74730197	74733456	58677700	78938055	20260355	0.738007966744087	5	2.0	AMP	suppress_segment_too_large	False	34	1.02866151822341	17	3.0	221	5	1	False
P-0021392-T01-IM6	STAT3	40465342	40540586	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	False	32	0.72226438159519	16	3.0	375	38	1	False
P-0021392-T01-IM6	STAT5A	40439565	40463961	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	False	32	0.72226438159519	16	3.0	375	35	0	False
P-0021392-T01-IM6	STAT5B	40351186	40428725	30293050	46812250	16519200	0.707621436101483	4	1.0	GAIN	PASS	False	32	0.72226438159519	16	3.0	375	36	0	False
P-0021392-T01-IM6	SUZ12	30264037	30328064	114669	30274750	30160081	1.0	2	1.0	DIPLOID	PASS	False	31	-0.0217063222252852	9	1.0	427	33	1	True
P-0021395-T01-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021395-T02-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021655-T02-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0021755-T01-IM6	JUN	59246460	59249999	51434450	68598748	17164298	0.474504214246657	4	nan	TETRAPLOID or CNLOH BEFORE	PASS	False	6	0.139458012725171	33	nan	112	10	0	False
P-0021755-T01-IM6	RAD51B	68286496	69196935	19487495	105906073	86418578	0.287424997084491	4	2.0	TETRAPLOID	PASS	True	84	0.0151998460043472	26	2.0	624	26	1	False
P-0021755-T02-IM7	No_genes_above_ECHO_amplification_threshold																			
P-0021755-T03-IM7	No_genes_above_ECHO_amplification_threshold																			
P-0021789-T01-IM6	ACVR1	158592956	158732374	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	False	5	0.43564758783408	19	3.0	1256	19	0	False
P-0021789-T01-IM6	AGO2	141530255	141645718	565232	146186400	145621168	0.77279972361881	4	2.0	TETRAPLOID	PASS	False	19	0.443294442581862	20	2.0	689	40	9	False
P-0021789-T01-IM6	ALK	29415640	30144432	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	False	5	0.43564758783408	19	3.0	1256	73	4	False
P-0021789-T01-IM6	ARID2	46123448	46301823	394550	133264050	132869500	0.77279972361881	4	2.0	TETRAPLOID	PASS	True	25	0.460764134140632	20	2.0	1037	50	1	False
P-0021789-T01-IM6	ASXL1	30946133	31027122	345864	62922650	62576786	0.748583168907499	5	2.0	GAIN	PASS	True	34	0.651982105430918	21	3.0	544	39	5	False
P-0021789-T01-IM6	ASXL2	25956622	26101385	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	True	5	0.43564758783408	19	3.0	1256	35	0	False
P-0021789-T01-IM6	AURKA	54944445	54967393	345864	62922650	62576786	0.748583168907499	5	2.0	GAIN	PASS	False	34	0.651982105430918	21	3.0	544	17	0	False
P-0021789-T01-IM6	BARD1	215590370	215674435	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	True	5	0.43564758783408	19	3.0	1256	26	5	False
P-0021789-T01-IM6	BCL2L11	111876955	111926024	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	True	5	0.43564758783408	19	3.0	1256	35	3	False
P-0021789-T01-IM6	BCL2L1	30252255	30311792	345864	62922650	62576786	0.748583168907499	5	2.0	GAIN	PASS	False	34	0.651982105430918	21	3.0	544	12	0	False
P-0021789-T01-IM6	CASP8	202098166	202152434	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	True	5	0.43564758783408	19	3.0	1256	24	3	False
P-0021789-T01-IM6	CCND2	4382938	4414516	394550	133264050	132869500	0.77279972361881	4	2.0	TETRAPLOID	PASS	False	25	0.460764134140632	20	2.0	1037	10	1	False
P-0021789-T01-IM6	CDK4	58141510	58149796	394550	133264050	132869500	0.77279972361881	4	2.0	TETRAPLOID	PASS	False	25	0.460764134140632	20	2.0	1037	11	0	False
P-0021789-T01-IM6	CDKN1B	12867992	12875305	394550	133264050	132869500	0.77279972361881	4	2.0	TETRAPLOID	PASS	True	25	0.460764134140632	20	2.0	1037	9	3	False
P-0021789-T01-IM6	CENPA	26987157	27023935	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	False	5	0.43564758783408	19	3.0	1256	10	5	False
P-0021789-T01-IM6	CTLA4	204732494	204738688	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	False	5	0.43564758783408	19	3.0	1256	9	0	False
P-0021789-T01-IM6	CUL3	225334867	225450114	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	False	5	0.43564758783408	19	3.0	1256	34	4	False
P-0021789-T01-IM6	CXCR4	136871919	136875735	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	False	5	0.43564758783408	19	3.0	1256	8	1	False
P-0021789-T01-IM6	DNMT3A	25450724	25565459	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	True	5	0.43564758783408	19	3.0	1256	46	0	False
P-0021789-T01-IM6	DNMT3B	31350191	31397162	345864	62922650	62576786	0.748583168907499	5	2.0	GAIN	PASS	True	34	0.651982105430918	21	3.0	544	46	15	False
P-0021789-T01-IM6	DUSP4	29190581	29208185	565232	146186400	145621168	0.77279972361881	4	2.0	TETRAPLOID	PASS	True	19	0.443294442581862	20	2.0	689	14	1	False
P-0021789-T01-IM6	ELOC	74851404	74884522	565232	146186400	145621168	0.77279972361881	4	2.0	TETRAPLOID	PASS	False	19	0.443294442581862	20	2.0	689	8	0	False
P-0021789-T01-IM6	EPAS1	46520806	46613842	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	False	5	0.43564758783408	19	3.0	1256	36	6	False
P-0021789-T01-IM6	EPCAM	47572297	47614740	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	True	5	0.43564758783408	19	3.0	1256	18	0	False
P-0021789-T01-IM6	ERBB3	56470583	56497289	394550	133264050	132869500	0.77279972361881	4	2.0	TETRAPLOID	PASS	False	25	0.460764134140632	20	2.0	1037	48	4	False
P-0021789-T01-IM6	ERBB4	212240442	213403565	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	False	5	0.43564758783408	19	3.0	1256	61	5	False
P-0021789-T01-IM6	ERCC3	128014866	128051752	4561867	242982358	238420491	0.815646577490023	4	1.0	CNLOH AFTER	PASS	True	5	0.43564758783408	19	3.0	1256	31	0	False
P-0021789-T01-IM6	ERG	39751949	40033704	10995925	46252950	35257025	0.63272853755815	4	2.0	TETRAPLOID	PASS	False	35	0.354978766643253	18	2.0	220	26	4	False
